,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9
0,9.51558699461086,4.225651095212824,5.461081391937982,-3.8442385199920115,0.5391695198390659,-0.3486215757439183,0.10926864557889461,1.0008014864796522,-3.4473616911100615
1,8.806117840480857,4.912167381920501,6.358533082633021,-0.9943991381192473,-1.7258286454580807,-1.000959366003714,0.6629922132476905,3.048139606131092,-2.109795488076287
2,9.01575932792055,-5.14810643043713,11.7437050557607,5.148464790330369,4.401448123785123,10.951837830100397,4.112547902048608,-2.0796505834286085,-0.9957279213835187
3,9.27136027438063,-5.732608243172258,8.434221499237482,5.058370410840391,-4.063585923049878,1.5115391363691357,2.4368025977630015,-7.6967556878406285,3.507807588967282
4,11.715416773493107,0.9954270406444696,9.116599379882665,4.265955524502972,-5.241040108320449,-0.8241226862348209,-0.10572732211305566,-2.9479522281962525,0.23889901503061534
5,12.994426375422568,3.9299762275783245,8.476234316232482,0.006460549945103399,-2.4447949920242125,4.8429332278221064,-2.051223188257402,1.8068864497635517,-5.504852279848556
6,10.952634366091374,-0.7421004242392747,12.170172383636219,4.428450563348445,1.3807418524410933,8.888919714462146,2.0114033176229733,-2.2826944430239804,-2.8191458700237924
7,8.24275376463167,1.1964627410443174,7.196463844135734,3.4704090356032373,-2.242817659849853,5.864968705807332,3.048249829950462,0.08348960637626329,-2.1127820573929386
8,9.089015386521302,3.7914326659056607,5.449494026450269,-1.8482363260113204,-2.517711508243937,3.9483024220317846,-1.9562729208740346,2.129804103286201,-2.8370877344175605
9,9.168940601746721,3.8165280048419468,8.04800632379848,-2.1207060828993836,0.9544190674356176,2.4106907261691126,-0.010104533312163147,-1.399550632113233,-2.3038635018799014
10,9.191910364676103,-1.8420277030623633,7.804092971557957,0.16970545552496621,-0.016518525675731664,-7.230143601427646,0.3547524628101783,-7.256064029692321,0.9420773228046295
11,9.90835679136632,-7.178917297524271,11.310935241329048,4.766624699360408,2.958645303036358,-6.529366128687968,-0.6893885571711194,-8.840930104081936,0.9155589704421029
12,8.065871014165333,-7.4269970629443165,7.042367034156203,5.254865834126114,-1.046936492613037,-5.187188854761194,2.006390367656636,-7.819664319358828,0.09374326763617219
13,8.30525605327213,-3.966562009046907,7.505549947709973,3.8841031133090116,-0.6572278289407455,-6.401780995156324,0.502898858001679,-8.548843487223856,0.7591389173238481
14,9.604989434303027,-1.576723199060005,8.193593976642314,-1.1029281472842256,-2.8540187532241497,-2.716742861438934,3.450774653499636,-10.69660287550561,-0.38081877043275775
15,8.436402833365365,2.261014051833172,6.234606470508691,0.1875865950531184,1.5334860433581883,-2.820593633376646,0.8893384010633667,-4.04010599234879,-3.0043154682297306
16,7.8759690356741086,1.4128861593039834,6.856237141492236,0.781849735150559,3.0569495010321086,-4.7033554674539335,-1.4740495779503053,-1.5082429936030257,-1.209554871622415
17,8.43759974920044,0.5267444796669452,8.056558656929745,0.09541327014359993,2.6798212943240496,-5.110178628843655,-4.873259538193859,0.12026094065832492,0.8334030083082002
18,8.358890493981976,-0.45181348542012706,4.508239128852126,-1.2580364413441074,0.3966250743774387,-4.406373764666141,-3.4911269441832844,0.4349595029994591,0.5921942647461296
19,10.1278636028411,-0.9875058558435719,7.08463978383397,-1.7187827676253724,-0.20444561052439963,-3.6282319797583513,-3.846229637638017,1.121767425397403,0.6964438356873276
20,6.166380178721711,6.225363068343721,5.307608848234426,-2.031404111331299,5.108940702901857,-2.1636138580917947,-1.1258171471422052,1.7925836901888708,-3.066935700245982
21,6.233732064537057,5.5132532732340165,8.206976205006248,-2.068869674908104,6.738067892835011,-4.035035806019817,-0.929710535188625,-1.0136245023625992,-1.6735389589467895
22,7.262020844642554,4.329137026161963,8.103669774821423,-2.607831133887217,4.604107079076334,-3.0434952475553145,-2.284459101033577,-2.1211516774951753,-0.32921080701044847
23,8.212295000418367,2.961289752005256,8.13878693038444,0.42468828280303544,4.244471361044696,-6.817597300170382,1.7419822008817796,-2.542602129977786,-2.469630531441326
24,9.446664874148738,1.3550434517001464,7.846464040838691,-3.6681010201295976,1.4859844420237014,-3.694706026139405,-4.459410114560842,-1.8121706775263595,1.849769401439316
25,11.522423564368891,0.5115286774379244,8.68781498040461,-2.8193900844288042,-0.26339223093852837,-4.254313162042149,-5.9953950501841735,-0.20468462436754364,3.117632355383929
26,11.38220283933914,1.5128671402511416,5.628893907668812,-3.2390013473444714,-0.9012799627779741,-2.4970509503968863,-6.736610771707371,2.3018101837586586,1.940875076829112
27,10.658699526097186,2.862026687707801,7.418213871216852,-3.361769813060953,-0.8437822531824443,-2.5165140459763022,-6.440380243048173,2.8546123420604688,1.3225039385997384
28,9.988777979625333,3.9808135817232353,6.560724143575552,-4.4117050533730096,-0.7325278555077037,-2.3800593916910096,-3.9262674942999625,2.392959129262206,0.5563254538819605
29,10.94402547019765,5.4358369768912365,5.605638078415249,-3.3780988868660202,-1.8545200393764676,-1.6212489672771009,-3.3049185177515628,4.54781249878949,-1.9341454454972364
30,8.231041772622136,-0.4967785474112248,10.031123259538933,0.756999484654054,2.2472755734933334,-0.7360576414289015,2.9033750271703997,-2.8162478050614057,-0.5531055223925964
31,8.279137472065011,-2.2082257743010247,7.379816627677013,-2.483750012276768,0.8981106687472742,0.94933935223392,-0.9525648133474142,0.06864929482160134,1.352480832060137
32,5.768895522391278,-3.746108619584723,6.826721157247372,-1.5142184938948449,2.279148078591149,-1.827708913283517,-0.3827845652060344,-3.3381912941851146,2.696776615426521
33,5.757571086491497,-3.0199338477317768,7.202997287723303,0.6271899650384348,0.9406139056603242,-1.7247592629827797,0.5952663561608061,-3.432799755259194,1.3421322249190333
34,7.504334218807877,-1.1836250526216119,7.132795889745971,0.3779207094361093,1.181681601267212,-0.01985025008682522,3.7598705083120847,-2.245568625312473,-0.4438283857418494
35,6.9232052974789555,-1.437630380297886,6.828641645696462,0.7710014263749174,1.428759080427535,2.5503440337518626,0.056145279948114316,0.859646881241188,3.209507354645889
36,8.565881311524025,0.6448782535455172,6.135965519570467,2.0534854952964694,-2.57197029926447,0.6090447298084269,2.332815957108809,-0.48555822684467403,2.637258564307586
37,10.651367007269592,4.245705125531032,6.301554002931361,-0.023427522094374414,-5.634626061593971,0.8853497349478943,0.2543247106060158,0.3809306973794965,-0.9955281889166928
38,11.724276538894257,9.545115898276096,4.938490113090233,-1.4965097589448555,-4.917873706728432,-0.7018011336026008,-6.00125563063198,3.2937884924991314,0.21250097009834273
39,12.657893004403148,10.213761294413226,6.40382983552908,-2.4409050358685036,1.5205729785556081,-0.34640273549170436,-6.176695798214465,2.356578098284375,1.1024697752863706
40,6.372276750826665,-3.1242797774620716,9.908691871365129,2.8247938014790828,0.9909581461498608,0.6826546727248028,7.968831740359727,0.183610215166341,6.617055757436205
41,5.196834087934315,-5.911697261133376,6.767575291384183,3.2859550829186888,5.831950821348575,4.918759043001055,3.9395931382114275,-1.0629246396691274,2.6585560693842547
42,3.2020082829427277,-3.219552577232147,7.908223831169674,3.572814377804342,4.603755946045117,3.56855758639522,7.9038674519854215,1.0070081742196129,7.132212808485183
43,4.9561025893382675,-0.6868402454613278,7.623333574095578,-0.1305633176992814,0.25025449323213383,-2.3224371047525,4.783143886318526,6.298934577817676,14.493909144393044
44,7.987323461648108,4.324511706189988,7.341240409761926,0.6183267560224961,-4.3401614186113795,-5.197273239102428,6.6765871709121685,10.92916528146994,4.131716366178789
45,7.2443484079948055,9.11038188233538,5.30272434273903,-0.14008889864222013,-4.001808355883211,-1.9569436087089145,3.7026203938188678,16.58069935320939,-1.435872489264806
46,6.608479322212999,8.370847556539887,5.5611635638166454,-0.0673546064458024,-2.9271439258482754,-3.236613107915749,7.75226076678333,15.581532824740652,0.9768355283682432
47,7.202558230167889,4.838731462694409,5.615763322422785,-1.1571897717947084,-0.8843389365912475,-3.6557428307816675,3.5704514444912228,8.571366121172248,1.3522144409363495
48,8.022566386473569,1.7371654403159569,10.172176625729978,-0.0013130250315201272,-2.7839611348802618,-2.9836809076994197,8.017536156878057,2.7099269993906,9.625037160716154
49,7.794425039953143,-0.7635242396323922,9.15309889278042,1.8572308162704216,0.7165167943549704,5.301064986703307,6.0263857786325605,3.395733828186245,5.048788272137588
50,15.817640093801487,13.577292381116745,4.923357762347815,-0.46711686070678216,-3.760987598999905,2.0762055334279292,-4.708801618437873,4.830972445329304,-9.540872937344858
51,16.31532272330603,12.797115243346239,5.005305411663254,-0.17427869369459834,-4.422870903159583,1.0775210957879602,-2.626812815764964,2.366602933327581,-8.573178230901433
52,16.025452313139876,9.586274515791708,3.54128628382868,-3.0439933488510147,-3.181690149846456,2.2228525690466823,-4.918301695096951,0.9090837991597275,-6.261428393327878
53,14.451143832307627,3.7530522219129328,6.191313207488533,-3.1578898717601622,-1.530515741827359,3.273541751979613,-4.55400452854956,-3.089524593345475,-2.127712012683824
54,11.856783889182749,1.4572806820809583,6.4175642881532005,-1.7637707062208883,-0.9836322180649046,4.065730047749637,-4.692915310558488,-2.886278939726872,-1.3144985170729917
55,10.397689754028315,-0.08163284450738736,7.136230711213979,0.2027000785583171,-3.139231029962533,5.53477216058608,-1.3615587789157588,-3.1633096333806208,-0.6441665061699923
56,9.297021864368238,2.8952329904635468,4.401601749076038,-2.6582534503070536,-1.674581643138744,3.721475687134823,-3.8404639150221582,-1.6981776844652174,-2.044470281475094
57,8.814387813788557,1.9053797784201967,5.640424686266856,-3.2010465563487616,-0.5431635365770894,3.8659688735031517,-2.57149301508248,-3.810980200049768,-0.8697186551348921
58,6.807497006343839,-0.30252047670188353,4.442987933362469,-1.1889290014988059,3.0114480400602845,4.020592764033627,-2.4262610756939957,-2.016821376965398,-0.5732064118128395
